Source 기업명,Source 모기업명,Source_산업,Target 기업명,Target_모기업,Target_산업,Year,relation_type,dependency_direction,risk_language_score,investment_mentioned,contract_scale_score,no_alternative_mentioned,spillover_type,source_section,source_raw_name,source_canonical_name,source_canonical_firm_id,source_entity_level,source_entity_type,source_parent_canonical_name,source_parent_firm_id,source_mapping_found,target_raw_name,target_canonical_name,target_canonical_firm_id,target_entity_level,target_entity_type,target_parent_canonical_name,target_parent_firm_id,target_mapping_found,source_parent_hint_raw_name,source_parent_hint_canonical_name,source_parent_hint_canonical_firm_id,source_parent_hint_entity_level,source_parent_hint_entity_type,source_parent_hint_parent_canonical_name,source_parent_hint_parent_firm_id,source_parent_hint_mapping_found,target_parent_hint_raw_name,target_parent_hint_canonical_name,target_parent_hint_canonical_firm_id,target_parent_hint_entity_level,target_parent_hint_entity_type,target_parent_hint_parent_canonical_name,target_parent_hint_parent_firm_id,target_parent_hint_mapping_found,risk_source_id,risk_source_name,risk_target_id,risk_target_name,risk_direction_rule,risk_edge_valid,is_reciprocal_expansion,risk_language_score_norm,contract_scale_score_norm,no_alternative_flag,investment_flag,edge_weight_v1
Snowflake,Snowflake,Cloud Data Platform,Amazon Web Services,Amazon,Cloud / Infrastructure,2025,cloud_provider,upstream,0.8,N,3.0,Y,operational,Item1A,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Amazon Web Services,Amazon Web Services,FIRM_0012,service,cloud_provider,Amazon,FIRM_0009,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0012,Amazon Web Services,FIRM_0155,Snowflake,target_is_upstream_of_source,True,False,0.8,1.0,1,0,0.8400000000000001
Snowflake,Snowflake,Cloud Data Platform,Anthropic,Anthropic,AI / ML,2025,ai_provider,upstream,0.4,N,1.5,N,performance,Item1A,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Anthropic,Anthropic,FIRM_0017,company,ai_lab,,,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Anthropic,Anthropic,FIRM_0017,company,ai_lab,,,True,FIRM_0017,Anthropic,FIRM_0155,Snowflake,target_is_upstream_of_source,True,False,0.4,0.5,0,0,0.32
Snowflake,Snowflake,Cloud Data Platform,Crunchy Data Solutions,Snowflake,Database (PostgreSQL),2025,subsidiary,downstream,0.0,Y,0.5,N,none,Item1A,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Crunchy Data Solutions,Crunchy Data Solutions,FIRM_0043,subsidiary,database,Snowflake,FIRM_0155,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,FIRM_0155,Snowflake,FIRM_0043,Crunchy Data Solutions,source_is_upstream_of_target,True,False,0.0,0.1666666666666666,0,1,0.1666666666666666
Snowflake,Snowflake,Cloud Data Platform,Datavolo,Snowflake,Data Pipeline / Integration,2025,subsidiary,downstream,0.1,Y,0.5,N,operational,Item7,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Datavolo,Datavolo,FIRM_0047,subsidiary,data_pipeline,Snowflake,FIRM_0155,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,FIRM_0155,Snowflake,FIRM_0047,Datavolo,source_is_upstream_of_target,True,False,0.1,0.1666666666666666,0,1,0.1966666666666666
Snowflake,Snowflake,Cloud Data Platform,Google Cloud Platform,Google,Cloud / Infrastructure,2025,cloud_provider,upstream,0.6,N,1.5,N,operational,Item1A,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Google Cloud Platform,Google Cloud,FIRM_0062,service,cloud_provider,Google,FIRM_0061,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Google,Google,FIRM_0061,subsidiary,technology_company,Alphabet,FIRM_0006,True,FIRM_0062,Google Cloud,FIRM_0155,Snowflake,target_is_upstream_of_source,True,False,0.6,0.5,0,0,0.38
Snowflake,Snowflake,Cloud Data Platform,Mandiant (Google),Google,Cybersecurity,2025,supplier,upstream,0.9,N,1.0,N,security,Item1A,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Mandiant (Google),Mandiant,FIRM_0091,subsidiary,cybersecurity,Google,FIRM_0061,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Google,Google,FIRM_0061,subsidiary,technology_company,Alphabet,FIRM_0006,True,FIRM_0091,Mandiant,FIRM_0155,Snowflake,target_is_upstream_of_source,True,False,0.9,0.3333333333333333,0,0,0.4033333333333333
Snowflake,Snowflake,Cloud Data Platform,Microsoft Azure,Microsoft,Cloud / Infrastructure,2025,cloud_provider,upstream,0.6,N,2.5,N,operational,Item7,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Microsoft Azure,Microsoft Azure,FIRM_0098,service,cloud_provider,Microsoft,FIRM_0097,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,FIRM_0098,Microsoft Azure,FIRM_0155,Snowflake,target_is_upstream_of_source,True,False,0.6,0.8333333333333334,0,0,0.5133333333333334
Snowflake,Snowflake,Cloud Data Platform,NVIDIA,NVIDIA,Semiconductor / AI Hardware,2025,hardware_vendor,upstream,0.5,N,2.0,Y,operational,Item7,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,NVIDIA,NVIDIA,FIRM_0105,parent,semiconductors,,,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,NVIDIA,NVIDIA,FIRM_0105,parent,semiconductors,,,True,FIRM_0105,NVIDIA,FIRM_0155,Snowflake,target_is_upstream_of_source,True,False,0.5,0.6666666666666666,1,0,0.6166666666666667
Snowflake,Snowflake,Cloud Data Platform,PricewaterhouseCoopers,PricewaterhouseCoopers (PwC),Professional Services / Audit,2025,supplier,upstream,0.0,N,0.5,N,governance,Item8,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,PricewaterhouseCoopers,PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,PricewaterhouseCoopers (PwC),PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,FIRM_0125,PricewaterhouseCoopers,FIRM_0155,Snowflake,target_is_upstream_of_source,True,False,0.0,0.1666666666666666,0,0,0.1
MongoDB,MongoDB,Database Software,AWS,Amazon,Cloud / Infrastructure,2025,cloud_provider,upstream,0.85,Y,3.0,Y,operational,Item7,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,AWS,Amazon Web Services,FIRM_0012,service,cloud_provider,Amazon,FIRM_0009,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0012,Amazon Web Services,FIRM_0100,MongoDB,target_is_upstream_of_source,True,False,0.85,1.0,1,1,0.955
MongoDB,MongoDB,Database Software,Accenture,Accenture,IT Consulting,2025,partner,bilateral,0.2,N,1.0,N,none,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Accenture,Accenture,FIRM_0002,parent,it_consulting,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Accenture,Accenture,FIRM_0002,parent,it_consulting,,,True,FIRM_0100,MongoDB,FIRM_0002,Accenture,bilateral_source_to_target,True,True,0.2,0.3333333333333333,0,0,0.1933333333333333
MongoDB,MongoDB,Database Software,Accenture,Accenture,IT Consulting,2025,partner,bilateral,0.2,N,1.0,N,none,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Accenture,Accenture,FIRM_0002,parent,it_consulting,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Accenture,Accenture,FIRM_0002,parent,it_consulting,,,True,FIRM_0002,Accenture,FIRM_0100,MongoDB,bilateral_target_to_source,True,True,0.2,0.3333333333333333,0,0,0.1933333333333333
MongoDB,MongoDB,Database Software,Alibaba Cloud,Alibaba,Cloud / Infrastructure,2025,partner,bilateral,0.4,N,1.0,N,governance,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Alibaba Cloud,Alibaba Cloud,FIRM_0005,service,cloud_provider,Alibaba,FIRM_0004,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Alibaba,Alibaba,FIRM_0004,parent,company,,,True,FIRM_0100,MongoDB,FIRM_0005,Alibaba Cloud,bilateral_source_to_target,True,True,0.4,0.3333333333333333,0,0,0.2533333333333333
MongoDB,MongoDB,Database Software,Alibaba Cloud,Alibaba,Cloud / Infrastructure,2025,partner,bilateral,0.4,N,1.0,N,governance,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Alibaba Cloud,Alibaba Cloud,FIRM_0005,service,cloud_provider,Alibaba,FIRM_0004,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Alibaba,Alibaba,FIRM_0004,parent,company,,,True,FIRM_0005,Alibaba Cloud,FIRM_0100,MongoDB,bilateral_target_to_source,True,True,0.4,0.3333333333333333,0,0,0.2533333333333333
MongoDB,MongoDB,Database Software,Anthropic,Anthropic,AI / ML,2025,partner,bilateral,0.25,N,1.0,N,none,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Anthropic,Anthropic,FIRM_0017,company,ai_lab,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Anthropic,Anthropic,FIRM_0017,company,ai_lab,,,True,FIRM_0100,MongoDB,FIRM_0017,Anthropic,bilateral_source_to_target,True,True,0.25,0.3333333333333333,0,0,0.2083333333333333
MongoDB,MongoDB,Database Software,Anthropic,Anthropic,AI / ML,2025,partner,bilateral,0.25,N,1.0,N,none,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Anthropic,Anthropic,FIRM_0017,company,ai_lab,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Anthropic,Anthropic,FIRM_0017,company,ai_lab,,,True,FIRM_0017,Anthropic,FIRM_0100,MongoDB,bilateral_target_to_source,True,True,0.25,0.3333333333333333,0,0,0.2083333333333333
MongoDB,MongoDB,Database Software,Capgemini,Capgemini,IT Consulting,2025,partner,bilateral,0.2,N,1.0,N,none,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Capgemini,Capgemini,FIRM_0031,parent,it_consulting,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Capgemini,Capgemini,FIRM_0031,parent,it_consulting,,,True,FIRM_0100,MongoDB,FIRM_0031,Capgemini,bilateral_source_to_target,True,True,0.2,0.3333333333333333,0,0,0.1933333333333333
MongoDB,MongoDB,Database Software,Capgemini,Capgemini,IT Consulting,2025,partner,bilateral,0.2,N,1.0,N,none,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Capgemini,Capgemini,FIRM_0031,parent,it_consulting,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Capgemini,Capgemini,FIRM_0031,parent,it_consulting,,,True,FIRM_0031,Capgemini,FIRM_0100,MongoDB,bilateral_target_to_source,True,True,0.2,0.3333333333333333,0,0,0.1933333333333333
MongoDB,MongoDB,Database Software,Cohere,Cohere,AI / ML,2025,ai_provider,upstream,0.25,N,1.0,N,none,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Cohere,Cohere,FIRM_0038,company,ai_lab,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Cohere,Cohere,FIRM_0038,company,ai_lab,,,True,FIRM_0038,Cohere,FIRM_0100,MongoDB,target_is_upstream_of_source,True,False,0.25,0.3333333333333333,0,0,0.2083333333333333
MongoDB,MongoDB,Database Software,Confluent,Confluent,Data Streaming / Event Platform,2025,partner,bilateral,0.2,N,1.0,N,none,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Confluent,Confluent,FIRM_0040,parent,data_streaming,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Confluent,Confluent,FIRM_0040,parent,data_streaming,,,True,FIRM_0100,MongoDB,FIRM_0040,Confluent,bilateral_source_to_target,True,True,0.2,0.3333333333333333,0,0,0.1933333333333333
MongoDB,MongoDB,Database Software,Confluent,Confluent,Data Streaming / Event Platform,2025,partner,bilateral,0.2,N,1.0,N,none,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Confluent,Confluent,FIRM_0040,parent,data_streaming,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Confluent,Confluent,FIRM_0040,parent,data_streaming,,,True,FIRM_0040,Confluent,FIRM_0100,MongoDB,bilateral_target_to_source,True,True,0.2,0.3333333333333333,0,0,0.1933333333333333
MongoDB,MongoDB,Database Software,Fireworks.ai,Fireworks AI,AI Inference Platform,2025,ai_provider,upstream,0.25,N,1.0,N,none,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Fireworks.ai,Fireworks AI,FIRM_0055,company,ai_platform,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Fireworks AI,Fireworks AI,FIRM_0055,company,ai_platform,,,True,FIRM_0055,Fireworks AI,FIRM_0100,MongoDB,target_is_upstream_of_source,True,False,0.25,0.3333333333333333,0,0,0.2083333333333333
MongoDB,MongoDB,Database Software,GCP,Google,Cloud / Infrastructure,2025,cloud_provider,upstream,0.75,N,2.0,N,operational,Item7,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,GCP,Google Cloud,FIRM_0062,service,cloud_provider,Google,FIRM_0061,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Google,Google,FIRM_0061,subsidiary,technology_company,Alphabet,FIRM_0006,True,FIRM_0062,Google Cloud,FIRM_0100,MongoDB,target_is_upstream_of_source,True,False,0.75,0.6666666666666666,0,0,0.4916666666666666
MongoDB,MongoDB,Database Software,Infosys,Infosys,IT Consulting,2025,partner,bilateral,0.2,N,1.0,N,none,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Infosys,Infosys,FIRM_0070,parent,it_services,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Infosys,Infosys,FIRM_0070,parent,it_services,,,True,FIRM_0100,MongoDB,FIRM_0070,Infosys,bilateral_source_to_target,True,True,0.2,0.3333333333333333,0,0,0.1933333333333333
MongoDB,MongoDB,Database Software,Infosys,Infosys,IT Consulting,2025,partner,bilateral,0.2,N,1.0,N,none,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Infosys,Infosys,FIRM_0070,parent,it_services,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Infosys,Infosys,FIRM_0070,parent,it_services,,,True,FIRM_0070,Infosys,FIRM_0100,MongoDB,bilateral_target_to_source,True,True,0.2,0.3333333333333333,0,0,0.1933333333333333
MongoDB,MongoDB,Database Software,LangChain,LangChain,AI Dev Tools / LLM Framework,2025,partner,bilateral,0.2,N,1.0,N,none,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,LangChain,LangChain,FIRM_0080,company,ai_framework,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,LangChain,LangChain,FIRM_0080,company,ai_framework,,,True,FIRM_0100,MongoDB,FIRM_0080,LangChain,bilateral_source_to_target,True,True,0.2,0.3333333333333333,0,0,0.1933333333333333
MongoDB,MongoDB,Database Software,LangChain,LangChain,AI Dev Tools / LLM Framework,2025,partner,bilateral,0.2,N,1.0,N,none,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,LangChain,LangChain,FIRM_0080,company,ai_framework,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,LangChain,LangChain,FIRM_0080,company,ai_framework,,,True,FIRM_0080,LangChain,FIRM_0100,MongoDB,bilateral_target_to_source,True,True,0.2,0.3333333333333333,0,0,0.1933333333333333
MongoDB,MongoDB,Database Software,LlamaIndex,LlamaIndex,AI Dev Tools / LLM Framework,2025,partner,bilateral,0.2,N,1.0,N,none,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,LlamaIndex,LlamaIndex,FIRM_0085,company,ai_framework,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,LlamaIndex,LlamaIndex,FIRM_0085,company,ai_framework,,,True,FIRM_0100,MongoDB,FIRM_0085,LlamaIndex,bilateral_source_to_target,True,True,0.2,0.3333333333333333,0,0,0.1933333333333333
MongoDB,MongoDB,Database Software,LlamaIndex,LlamaIndex,AI Dev Tools / LLM Framework,2025,partner,bilateral,0.2,N,1.0,N,none,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,LlamaIndex,LlamaIndex,FIRM_0085,company,ai_framework,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,LlamaIndex,LlamaIndex,FIRM_0085,company,ai_framework,,,True,FIRM_0085,LlamaIndex,FIRM_0100,MongoDB,bilateral_target_to_source,True,True,0.2,0.3333333333333333,0,0,0.1933333333333333
MongoDB,MongoDB,Database Software,Microsoft Azure,Microsoft,Cloud / Infrastructure,2025,cloud_provider,upstream,0.75,N,2.0,N,operational,Item7,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Microsoft Azure,Microsoft Azure,FIRM_0098,service,cloud_provider,Microsoft,FIRM_0097,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,FIRM_0098,Microsoft Azure,FIRM_0100,MongoDB,target_is_upstream_of_source,True,False,0.75,0.6666666666666666,0,0,0.4916666666666666
MongoDB,MongoDB,Database Software,PricewaterhouseCoopers LLP,PricewaterhouseCoopers (PwC),Professional Services / Audit,2025,supplier,upstream,0.15,N,1.0,N,governance,Item8,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,PricewaterhouseCoopers LLP,PricewaterhouseCoopers,FIRM_0125,regional_entity,professional_services,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,PricewaterhouseCoopers (PwC),PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,FIRM_0125,PricewaterhouseCoopers,FIRM_0100,MongoDB,target_is_upstream_of_source,True,False,0.15,0.3333333333333333,0,0,0.1783333333333333
MongoDB,MongoDB,Database Software,Tencent Cloud,Tencent,Cloud / Infrastructure,2025,partner,bilateral,0.4,N,1.0,N,governance,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Tencent Cloud,Tencent Cloud,FIRM_0162,service,cloud_provider,Tencent,FIRM_0161,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Tencent,Tencent,FIRM_0161,parent,technology_company,,,True,FIRM_0100,MongoDB,FIRM_0162,Tencent Cloud,bilateral_source_to_target,True,True,0.4,0.3333333333333333,0,0,0.2533333333333333
MongoDB,MongoDB,Database Software,Tencent Cloud,Tencent,Cloud / Infrastructure,2025,partner,bilateral,0.4,N,1.0,N,governance,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Tencent Cloud,Tencent Cloud,FIRM_0162,service,cloud_provider,Tencent,FIRM_0161,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Tencent,Tencent,FIRM_0161,parent,technology_company,,,True,FIRM_0162,Tencent Cloud,FIRM_0100,MongoDB,bilateral_target_to_source,True,True,0.4,0.3333333333333333,0,0,0.2533333333333333
MongoDB,MongoDB,Database Software,Voyage AI,MongoDB,AI / ML (Embeddings),2025,subsidiary,downstream,0.2,Y,2.0,N,none,Item1A,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Voyage AI,Voyage AI,FIRM_0168,subsidiary,embedding_ai,MongoDB,FIRM_0100,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,FIRM_0100,MongoDB,FIRM_0168,Voyage AI,source_is_upstream_of_target,True,False,0.2,0.6666666666666666,0,1,0.4266666666666666
Couchbase,Couchbase,Database Software,Amazon Web Services,Amazon,Cloud / Infrastructure,2025,cloud_provider,upstream,0.8,Y,2.0,N,operational,Item1A,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Amazon Web Services,Amazon Web Services,FIRM_0012,service,cloud_provider,Amazon,FIRM_0009,True,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0012,Amazon Web Services,FIRM_0041,Couchbase,target_is_upstream_of_source,True,False,0.8,0.6666666666666666,0,1,0.6066666666666666
Couchbase,Couchbase,Database Software,Amdocs,Amdocs,Telecom Software / IT Services,2025,partner,bilateral,0.3,N,1.0,N,operational,Item1A,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Amdocs,Amdocs,FIRM_0013,parent,telecom_software,,,True,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Amdocs,Amdocs,FIRM_0013,parent,telecom_software,,,True,FIRM_0041,Couchbase,FIRM_0013,Amdocs,bilateral_source_to_target,True,True,0.3,0.3333333333333333,0,0,0.2233333333333333
Couchbase,Couchbase,Database Software,Amdocs,Amdocs,Telecom Software / IT Services,2025,partner,bilateral,0.3,N,1.0,N,operational,Item1A,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Amdocs,Amdocs,FIRM_0013,parent,telecom_software,,,True,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Amdocs,Amdocs,FIRM_0013,parent,telecom_software,,,True,FIRM_0013,Amdocs,FIRM_0041,Couchbase,bilateral_target_to_source,True,True,0.3,0.3333333333333333,0,0,0.2233333333333333
Couchbase,Couchbase,Database Software,Apache Kafka,Apache Software Foundation,Open Source / Data Streaming,2025,software_vendor,upstream,0.5,N,0.5,N,operational,Item1A,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Apache Kafka,Apache Kafka,FIRM_0018,project,open_source_project,Apache Software Foundation,FIRM_0019,True,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Apache Software Foundation,Apache Software Foundation,FIRM_0019,foundation,open_source,,,True,FIRM_0018,Apache Kafka,FIRM_0041,Couchbase,target_is_upstream_of_source,True,False,0.5,0.1666666666666666,0,0,0.2166666666666666
Couchbase,Couchbase,Database Software,Apache Spark,Apache Software Foundation,Open Source / Data Processing,2025,software_vendor,upstream,0.5,N,0.5,N,operational,Item1A,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Apache Spark,Apache Spark,FIRM_0020,project,open_source_project,Apache Software Foundation,FIRM_0019,True,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Apache Software Foundation,Apache Software Foundation,FIRM_0019,foundation,open_source,,,True,FIRM_0020,Apache Spark,FIRM_0041,Couchbase,target_is_upstream_of_source,True,False,0.5,0.1666666666666666,0,0,0.2166666666666666
Couchbase,Couchbase,Database Software,Elasticsearch,Elastic N.V.,Search / Data Analytics,2025,software_vendor,upstream,0.5,N,0.5,N,operational,Item1A,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Elasticsearch,Elasticsearch,FIRM_0050,service,search_software,Elastic,FIRM_0049,True,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Elastic N.V.,Elastic,FIRM_0049,parent,search_software,,,True,FIRM_0050,Elasticsearch,FIRM_0041,Couchbase,target_is_upstream_of_source,True,False,0.5,0.1666666666666666,0,0,0.2166666666666666
Couchbase,Couchbase,Database Software,Google Cloud Platform,Google,Cloud / Infrastructure,2025,cloud_provider,upstream,0.75,N,1.5,N,operational,Item1A,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Google Cloud Platform,Google Cloud,FIRM_0062,service,cloud_provider,Google,FIRM_0061,True,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Google,Google,FIRM_0061,subsidiary,technology_company,Alphabet,FIRM_0006,True,FIRM_0062,Google Cloud,FIRM_0041,Couchbase,target_is_upstream_of_source,True,False,0.75,0.5,0,0,0.425
Couchbase,Couchbase,Database Software,Infosys,Infosys,IT Consulting,2025,partner,downstream,0.3,N,1.0,N,operational,Item1A,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Infosys,Infosys,FIRM_0070,parent,it_services,,,True,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Infosys,Infosys,FIRM_0070,parent,it_services,,,True,FIRM_0041,Couchbase,FIRM_0070,Infosys,source_is_upstream_of_target,True,False,0.3,0.3333333333333333,0,0,0.2233333333333333
Couchbase,Couchbase,Database Software,Microsoft Azure,Microsoft,Cloud / Infrastructure,2025,cloud_provider,upstream,0.75,N,1.5,N,operational,Item1A,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Microsoft Azure,Microsoft Azure,FIRM_0098,service,cloud_provider,Microsoft,FIRM_0097,True,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,FIRM_0098,Microsoft Azure,FIRM_0041,Couchbase,target_is_upstream_of_source,True,False,0.75,0.5,0,0,0.425
Couchbase,Couchbase,Database Software,PricewaterhouseCoopers,PricewaterhouseCoopers (PwC),Professional Services / Audit,2025,supplier,upstream,0.1,N,1.0,N,governance,Item8,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,PricewaterhouseCoopers,PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,PricewaterhouseCoopers (PwC),PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,FIRM_0125,PricewaterhouseCoopers,FIRM_0041,Couchbase,target_is_upstream_of_source,True,False,0.1,0.3333333333333333,0,0,0.1633333333333333
Couchbase,Couchbase,Database Software,Red Hat,IBM,Open Source / Cloud,2025,partner,bilateral,0.25,N,1.0,N,operational,Item1A,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Red Hat,Red Hat,FIRM_0129,subsidiary,open_source_software,IBM,FIRM_0069,True,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,FIRM_0041,Couchbase,FIRM_0129,Red Hat,bilateral_source_to_target,True,True,0.25,0.3333333333333333,0,0,0.2083333333333333
Couchbase,Couchbase,Database Software,Red Hat,IBM,Open Source / Cloud,2025,partner,bilateral,0.25,N,1.0,N,operational,Item1A,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Red Hat,Red Hat,FIRM_0129,subsidiary,open_source_software,IBM,FIRM_0069,True,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,FIRM_0129,Red Hat,FIRM_0041,Couchbase,bilateral_target_to_source,True,True,0.25,0.3333333333333333,0,0,0.2083333333333333
